MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
1159	240		Hector's dolphin	1/11/96 0:00	Actual	1996-11-01	Historic mortality - type unknown	Unknown	-41.9783	171.4001	Estimated location	"Whitehorse Creek, Paparoa"	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Sent to MUCIC for necropsy, Nov 1997"	Not required	Platform not specified	Post mortem	Unknown		Unknown	Adult		Sent for necropsy	Pending	Unknown		Unknown
1160			Hector's dolphin	1/12/96 0:00	Actual	1/12/96	Live stranded - Refloat (single or pair)	Not Applicable	-43.0356	170.4227	Estimated location	Wanganui River Mouth	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Live stranding, returned to sea"	Not required	Land	Release alive	Unknown			Adult						
1161	241	H9/97	Hector's dolphin	15/01/97 0:00	Actual	1997-01-15	Entangled - caught in gear (dead)	Cray pot line or floats	-42.5143	173.5073	Estimated location	Off Oaro in Kaikoura	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Caught in craypot line by flukes	"says DNA was taken, not in UoA db"	Platform not specified	Post mortem	DOC	Pending	Female	Adult	146	Sent for necropsy	Complete	Entanglement		Known
1162	242		Hector's dolphin	1/02/97 0:00	Actual	1997-02-01	Historic mortality - type unknown	Unknown	-43.8583	169.0038	Estimated location	Haast area	CEP-Other (South Island)	West Coast	WCSI	Unknown	Sent to Otago for necropsy	Not required	Platform not specified	Post mortem	Unknown		Unknown	Adult		Sent for necropsy	Pending	Unknown		Unknown
1163	243		Hector's dolphin	8/03/97 0:00	Actual	1997-03-08	Beachcast (dead on shore)	Unknown	-43.5939	169.6031	Estimated location	"200m north of Mahitahi River mouth, Bruce Bay"	CEP-Other (South Island)	West Coast	WCSI	Unknown	Washed up after tide.  Found by DoC weed sprayer.  Dead fish washed up around dolphin.  Buried and flesh (?) to Otago University.  Photos sent to Otago - letter back from Otago Uni noting net marks on carcass - XXX's assessment is that animal almost certa____	letter from Otago Uni	Land	Buried	Unknown		Female	Adult	140	Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1164	244	H10/97	Hector's dolphin	3/05/97 0:00	Actual	1997-05-03	Entangled - caught in gear (dead)	Trawl net	-44.6302	171.1782	Estimated location	1.5 nm offshore of Makikihi (14 nm South of Timaru)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Fresh, reported caught by trawler skipper"	Not required	Commercial fishing vessel	Post mortem	DOC	Pending	Male	Adult	129	Sent for necropsy	Complete	Entanglement		Known
1165	245		Hector's dolphin	29/10/97 0:00	Actual	1997-10-29	Historic mortality - type unknown	Unknown	-41.7325	171.5801	Estimated location	Westport area	CEP-Other (South Island)	West Coast	WCSI	Unknown	Sent to MUCIC for necropsy	Not required	Platform not specified	Post mortem	Unknown		Unknown	Adult		Sent for necropsy	Pending	Unknown		Unknown
1167	246		Hector's dolphin	10/11/97 0:00	Actual	1997-11-10	Beachcast (dead on shore)	Not Applicable	-41.2462	172.1033	Estimated location	Karamea Beach	CEP-Other (South Island)	West Coast	WCSI	Unknown	Reported dead on beach but could not be found by DoC	in MONZ database as 6/11/1997 and found on beach but buried as too decomposed	Land	Response could not be completed	Unknown		Unknown	Adult		Body not recovered	Not applicable	Not applicable	Not applicable	Not applicable
1168	247		Hector's dolphin	10/11/97 0:00	Actual	1997-11-10	Beachcast (dead on shore)	Not Applicable	-43.2394	170.1251	Estimated location	Three Mile Lagoon	CEP-Other (South Island)	West Coast	WCSI	Unknown	Reported dead on beach but could not be found by DoC	Not required	Land	Response could not be completed	Unknown		Unknown	Adult		Body not recovered	Not applicable	Not applicable	Not applicable	Not applicable
1169	248		Maui dolphin	25/11/97 0:00	Actual	1997-11-25	Beachcast (dead on shore)	Not Applicable	-36.7217	174.3546	Estimated location	"Muriwai Beach, 12 miles mark, North Auckland"	CEP-Kaipara South to Manukau	Auckland	WCNI	Unknown	"monz comments: BITE OUT OF DORSAL FIN , DAMAGE TO TAIL, MARKING ON SKIN, SOME NET ON BEACH JUST BELOW DOLPHIN. SENT TO MASSEY UNIVERSITY. very pregnant, foetus recovered during necropsy"	"from UoA: pregnany with NI17 blunt trauma injuries under chin alternate code = massey WS97.58Ch, calf is: foetus of NI16 alternate code = massey WS97.59Ch, need to create line item for calf"	Land	Post mortem	Unknown	G	Female	Adult	150	Sent for necropsy	Complete	Indeterminable	"Expansive scarring of tail flukes and dorsal fin, contusions in muscle layer below mandible from tip of mandible to angle of mouth, contusion on left ventral thorax"	Not applicable
1169	654		Maui dolphin	25/11/97 0:00	Actual	1997-11-25	Beachcast (dead on shore)	Not Applicable	-36.7217	174.3546	Estimated location	"Muriwai Beach, 12 miles mark, North Auckland"	CEP-Kaipara South to Manukau	Auckland	WCNI	Unknown	"monz comments: BITE OUT OF DORSAL FIN , DAMAGE TO TAIL, MARKING ON SKIN, SOME NET ON BEACH JUST BELOW DOLPHIN. SENT TO MASSEY UNIVERSITY. very pregnant, foetus recovered during necropsy"	"from UoA: pregnany with NI17 blunt trauma injuries under chin alternate code = massey WS97.58Ch, calf is: foetus of NI16 alternate code = massey WS97.59Ch, need to create line item for calf"	Land	Post mortem	Unknown	G		Adult		Sent for necropsy	Complete	Indeterminable	Foetus of MarMamInd248	Not applicable
1170	249		Hector's dolphin	26/11/97 0:00	Actual	1997-11-26	Entangled - caught in gear (dead)	Commercial set net	-44.111054	172.177089	Estimated location	29 m @ 43.9S 172.0E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting shark	Starr & Langley 2000. Reported through Observer Programme	Commercial fishing vessel	Basic data record	Unknown		Female	Adult	120	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1171	250	H11/97	Hector's dolphin	4/12/97 0:00	Actual	1997-12-04	Dead sighting at sea	Not Applicable	-43.5613	172.7512	Estimated location	New Brighton side of Avon Heathcote Estuary Mouth (Spit)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found in surf and dragged by reporter to beach. On 29th November a fisherman reported a sick Hector's dolphin swimming in the area. Emaciated carcass. Several rake marks but no net marks present. Three lesions on side. Plastic recovered from gut	Not required	Non-motorised coastal activity	Post mortem	DOC	Pending	Male	Adult	116	Sent for necropsy	Complete	Other human induced		Not applicable
1172	251		Hector's dolphin	21/12/97 0:00	Actual	1997-12-21	Beachcast (dead on shore)	Not Applicable	-42.7162	170.9601	Estimated location	North Tip Hokitika	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Skull only, sent to Te Papa"	check with MONZ for records	Land	Post mortem	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1173	252		Hector's dolphin	1/01/98 0:00	Actual	1998-01-01	Entangled - caught in gear (dead)	Commercial set net	-43.5421	172.7193	Estimated location	Avon/Heathcote Estuary	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Set net entangled. MONZ notes: 'A FEMALE DOLPHIN KNOWN AS ""TATS"" FROM PREVIOUS RESEARCH WORK . CAUGHT IN SET NET OUTSIDE SANCTUARY IN THE LATE SUMMER OF '98. ANIMAL WAS CAUGHT IN NET  OFF THE ESTUARY MOUTH, SUMNER BAY"	Not required	Commercial fishing vessel	Basic data record	Unknown		Female	Adult	122.5	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1174	253	H12/98	Hector's dolphin	2/01/98 0:00	Actual	1998-01-02	Beachcast (dead on shore)	Unknown set net	-43.206	172.7599	Estimated location	500 m North of Leithfield Beach Car Park	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Found on high tide line. This incident involved two animals (other: H13/98, was found 42 m north of this carcass). Set net was found approx. 100 m offshore from high tide mark, directly opposite this carcass. Possible net marks present"	"suspect this is CheBP56 Leithfield beach, but there were two animals in incident and only one record of DNA in UoA db"	Land	Post mortem	DOC	C	Male	Adult	123.5	Sent for necropsy	Complete	Indeterminable		Not applicable
1174	254	H13/98	Hector's dolphin	2/01/98 0:00	Actual	1998-01-02	Beachcast (dead on shore)	Unknown set net	-43.206	172.7599	Estimated location	500 m North of Leithfield Beach Car Park	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Found on high tide line. This incident involved two animals (other: H13/98, was found 42 m north of this carcass). Set net was found approx. 100 m offshore from high tide mark, directly opposite this carcass. Possible net marks present"	"suspect this is CheBP56 Leithfield beach, but there were two animals in incident and only one record of DNA in UoA db"	Land	Post mortem	DOC	C	Male	Adult	125	Sent for necropsy	Complete	Entanglement		Possible
1176	255	H14/98	Hector's dolphin	4/01/98 0:00	Actual	1998-01-04	Beachcast (dead on shore)	Unknown	-43.2642	172.7218	Estimated location	320 m North of Saltwater Creek Mouth	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Fresh with apparent net marks. Found just below high tide line. No nets could be seen in the area 	DNA collected but not in UoA db? 	Land	Post mortem	DOC	E	Male	Adult	122	Sent for necropsy	Complete	Entanglement		Possible
1177	256		Hector's dolphin	11/01/98 0:00	Actual	1998-01-11	Entangled - caught in gear (dead)	Commercial set net	-43.9	172.7	GPS - Observer location	22m @ 43.9S 172.7E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting shark	Starr & Langley 2000	Commercial fishing vessel	Response could not be completed	Unknown		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1177	257		Hector's dolphin	11/01/98 0:00	Actual	1998-01-11	Entangled - caught in gear (dead)	Commercial set net	-43.9	172.7	GPS - Observer location	22m @ 43.9S 172.7E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting shark	Starr & Langley 2000	Commercial fishing vessel	Response could not be completed	Unknown		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1179	258		Hector's dolphin	13/01/98 0:00	Actual	1998-01-13	Historic mortality - type unknown	Unknown	-41.3917	172.0641	Estimated location	Little Wanganui River	CEP-Other (South Island)	West Coast	WCSI	Unknown	Skin & blubber samples sent to Massey University	Not required	Platform not specified	DNA collected	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1180	259		Hector's dolphin	18/01/98 0:00	Actual	1998-01-18	Entangled - caught in gear (dead)	Commercial set net	-44.2	172.6	GPS - Observer location	13m @ 44.2S 172.6E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting school shark	Starr & Langley 2000	Commercial fishing vessel	Response could not be completed	Unknown		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1180	260		Hector's dolphin	18/01/98 0:00	Actual	1998-01-18	Entangled - caught in gear (dead)	Commercial set net	-44.2	172.6	GPS - Observer location	13m @ 44.2S 172.6E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting school shark	Starr & Langley 2000	Commercial fishing vessel	Response could not be completed	Unknown		Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1182	261	H21/98	Hector's dolphin	19/01/98 0:00	Actual	1998-07-30	Entangled - caught in gear (dead)	Commercial set net	-44.95	171.38	GPS - Observer location	At Sea	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Conservation Services Levy Observer Programme Incident	"from UoA: bycatch, CSLP Observer programme weight 30.4kg alternate code = CETOS 98111"	Commercial fishing vessel	Post mortem	DOC	C	Male	Adult	118	Sent for necropsy	Complete	Entanglement		Known
1183	262	H15/98	Hector's dolphin	4/02/98 0:00	Actual	1998-02-04	Beachcast (dead on shore)	Unknown set net	-43.2643	172.7182	GPS - Subject location	Leithfield beach (200 m North of Saltwater Creek Mouth)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Fresh with apparent net marks. Found at low tide line. Four set nets were nearby, one with large holes in it. Fish offal was also found. A Hector's dolphin skeleton was found 100 m south of Saltwater Creek"	from UoA: netmarks weight 28.2kg alternate code = CETOS 98114	Land	Post mortem	DOC	C	Male	Adult		Sent for necropsy	Complete	Entanglement		Possible
1184	263	H17	Hector's dolphin	8/02/98 0:00	Actual	1998-02-08	Entangled - caught in gear (dead)	Recreational set net	-42.8573	173.3116	Estimated location	Gore Bay	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"This incident involved two animals caught in one net (other: H17/98), one net marked, one not marked. Mesh size of net was 174 mm. MONZ comments: ENTANGLED IN NET OF AMATEUR SET NETTER"	"suspect this is CheBP55 from UoA, right location, wrong date.  H16 and H17"	Platform not specified	Post mortem	DOC	J	Male	Adult	115.7	Sent for necropsy	Complete	Entanglement		Known
1184	264	H16	Hector's dolphin	8/02/98 0:00	Actual	1998-02-08	Entangled - caught in gear (dead)	Recreational set net	-42.8573	173.3116	Estimated location	Gore Bay	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"This incident involved two animals caught in one net (other: H17/98), one net marked, one not marked. Mesh size of net was 174 mm. MONZ comments: ENTANGLED IN NET OF AMATEUR SET NETTER"	"suspect this is CheBP55 from UoA, right location, wrong date.  H16 and H17"	Platform not specified	Post mortem	DOC	J	Male	Adult	116.4	Sent for necropsy	Complete	Entanglement		Known
1186	265	H18/98	Hector's dolphin	12/02/98 0:00	Actual	1998-02-12	Beachcast (dead on shore)	Unknown set net	-43.3333	172.712	Estimated location	"2-300m North of Woodend surf club, Woodend Beach"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found on high tide line. Fresh net marked carcass. Old scars on fluke suggesting it had been previously broken or very badly cut	"from UoA: alternate code = CETOS 98116. Public called to report a dead dolphin on high tide line. Requested she cover body with damp cloth to protect from hot conditions. Carcass collected and examined. The very obvious net marks would suggest she swam into the net and once entangled skewed to the left and became further entangled by the flipper and elft side of the flukes. . The animal was then photographed, tagged, bagged and stored in a deep freeze pending later necropsy. "	Land	Post mortem	DOC	C	Female	Adult	134.5	Sent for necropsy	Complete	Entanglement		Possible
1187	266	H19/98	Hector's dolphin	16/02/98 0:00	Actual	1998-02-16	Entangled - caught in gear (dead)	Commercial set net	-43.321	172.712	Estimated location	2 nm off Sumner Head	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Dolphin found entangled in a ghost net belonging to a XXX by another skipper and reported to Ministry of Fisheries. Carcass had been scavenged by sharks whilst entangled	Not in UoA db but DNA collected? 	Commercial fishing vessel	Post mortem	DOC	E	Unknown	Adult	118.5	Sent for necropsy	Complete	Entanglement		Known
1188	267	H22/98	Hector's dolphin	17/02/98 0:00	Actual	1998-07-30	Entangled - caught in gear (dead)	Trawl net	-44.0007	171.9992	Estimated location	South Canterbury Bight (20 m of water)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Conservation Services Levy Observer Programme Incident (Caught by trawler targeting red cod)	"Starr & Langley 2000, from UoA: caught by fishermen, CSLP observer programme alternate code = CETOS 98112"	Commercial fishing vessel	Post mortem	DOC	C	Male	Adult	122	Sent for necropsy	Complete	Entanglement		Known
1189	268	H20/98	Hector's dolphin	1/03/98 0:00	Actual	1998-03-01	Entangled - caught in gear (dead)	Commercial set net	-42.8	173.4	GPS - Observer location	At Sea	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Conservation Services Levy Observer Programme Incident (Set net entangled; targeting shark). No damage to body apart from rake marks	"Starr & Langley 2000, not in UoA db but DNA collected? "	Commercial fishing vessel	Post mortem	DOC	Pending	Male	Adult	117.2	Sent for necropsy	Complete	Entanglement		Known
1190			Hector's dolphin	24/03/98 0:00	Actual	24/03/98	Entangled - caught in gear (live and released)	Commercial set net	-44	171.9	GPS - Observer location	9m @ 44.0S 171.9E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting shark. Released alive	Starr & Langley 2000	Commercial fishing vessel	Release alive	Unknown									
1190			Hector's dolphin	24/03/98 0:00	Actual	24/03/98	Entangled - caught in gear (live and released)	Commercial set net	-44	171.9	GPS - Observer location	9m @ 44.0S 171.9E	CEP-Other (South Island)	Canterbury	ECSI	Unknown	CSL: Set net entangled; targeting shark. Released alive	Starr & Langley 2000	Commercial fishing vessel	Release alive	Unknown			Adult						
